transaction_id,customer_id,transaction_date,amount,currency,channel,country,is_fraud,batch_id,load_timestamp
76,3945,2025-04-06 13:10:41.349569,80.75,GBP,branch,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
77,2363,2025-04-26 13:10:41.349569,241.33,EUR,branch,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
78,3139,2025-09-19 13:10:41.349569,289.9,EUR,branch,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
79,2390,2026-02-03 13:10:41.349569,530.15,USD,branch,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
80,4003,2025-08-24 13:10:41.349569,45.83,EUR,branch,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
81,2478,2026-01-11 13:10:41.349569,319.9,USD,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
82,4499,2026-03-07 13:10:41.349569,268.3,EUR,mobile,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
83,3556,2025-04-28 13:10:41.349569,13.18,GBP,mobile,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
84,1775,2025-06-29 13:10:41.349569,97.95,USD,branch,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
85,1034,2026-02-06 13:10:41.349569,66.47,GBP,branch,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
86,3253,2025-09-25 13:10:41.349569,72.62,USD,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
87,4152,2026-01-22 13:10:41.349569,814.28,GBP,mobile,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
88,2955,2025-06-23 13:10:41.349569,205.88,GBP,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
89,2585,2025-09-29 13:10:41.349569,252.94,EUR,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
90,4943,2026-02-19 13:10:41.349569,751.15,USD,branch,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
91,4459,2025-12-20 13:10:41.349569,94.71,EUR,mobile,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
92,4073,2025-12-15 13:10:41.349569,323.74,GBP,web,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
93,2021,2026-02-05 13:10:41.349569,114.02,USD,branch,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
94,4461,2025-08-14 13:10:41.349569,407.33,GBP,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
95,3613,2026-04-02 13:10:41.349569,39.85,GBP,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
96,2129,2026-02-16 13:10:41.349569,590.1,GBP,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
97,4843,2025-05-15 13:10:41.349569,49.38,GBP,mobile,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
98,4893,2026-02-19 13:10:41.349569,78.97,EUR,mobile,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
99,2500,2026-02-18 13:10:41.349569,282.28,GBP,web,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
100,1702,2025-12-27 13:10:41.349569,100.09,EUR,web,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
101,3449,2026-01-19 13:10:41.349569,187.41,GBP,branch,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
102,3777,2025-11-11 13:10:41.349569,117.6,USD,branch,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
103,2579,2026-02-04 13:10:41.349569,271.25,GBP,mobile,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
104,1161,2026-03-12 13:10:41.349569,51.84,GBP,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
105,1201,2025-04-21 13:10:41.349569,12.05,USD,mobile,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
106,2981,2026-03-10 13:10:41.349569,71.31,USD,mobile,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
107,1995,2025-04-27 13:10:41.349569,128.61,GBP,branch,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
108,3317,2025-11-01 13:10:41.349569,36.79,GBP,web,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
109,4934,2025-11-27 13:10:41.349569,87.64,EUR,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
110,1815,2025-06-24 13:10:41.349569,102.16,USD,branch,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
111,4342,2025-07-18 13:10:41.349569,11.82,USD,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
112,1455,2025-08-04 13:10:41.349569,175.08,EUR,web,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
113,4533,2025-09-19 13:10:41.349569,431.43,GBP,branch,US,1,batch_20260402_131041,2026-04-02 13:10:41.349642
114,4798,2025-11-01 13:10:41.349569,32.91,GBP,web,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
115,2275,2025-10-22 13:10:41.349569,182.17,USD,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
116,2016,2025-11-08 13:10:41.349569,218.57,EUR,branch,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
117,4773,2026-02-13 13:10:41.349569,108.72,GBP,mobile,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
118,3343,2026-01-15 13:10:41.349569,241.53,USD,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
119,4796,2026-02-20 13:10:41.349569,105.77,GBP,mobile,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
120,3767,2025-06-15 13:10:41.349569,140.49,GBP,branch,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
121,4820,2026-03-23 13:10:41.349569,1.48,GBP,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
122,1337,2025-09-15 13:10:41.349569,235.35,USD,branch,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
123,1878,2025-10-13 13:10:41.349569,216.55,EUR,mobile,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
124,2076,2026-02-13 13:10:41.349569,7.83,EUR,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
125,1791,2025-11-30 13:10:41.349569,91.85,GBP,branch,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
126,4993,2025-05-27 13:10:41.349569,772.95,EUR,branch,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
127,3264,2025-05-28 13:10:41.349569,109.2,GBP,mobile,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
128,1763,2025-12-17 13:10:41.349569,139.41,USD,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
129,3235,2026-01-31 13:10:41.349569,481.43,USD,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
130,1379,2025-05-20 13:10:41.349569,252.65,USD,web,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
131,1492,2025-11-10 13:10:41.349569,174.49,GBP,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
132,4112,2025-11-13 13:10:41.349569,319.7,EUR,mobile,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
133,2180,2026-02-07 13:10:41.349569,399.56,USD,branch,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
134,3062,2025-11-19 13:10:41.349569,122.09,GBP,mobile,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
135,4884,2026-02-09 13:10:41.349569,128.91,EUR,web,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
136,1064,2025-12-05 13:10:41.349569,97.57,EUR,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
137,4928,2025-08-07 13:10:41.349569,680.48,EUR,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
138,4910,2025-05-30 13:10:41.349569,238.91,GBP,mobile,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
139,3568,2025-05-06 13:10:41.349569,17.38,GBP,branch,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
140,2367,2025-04-29 13:10:41.349569,397.5,GBP,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
141,2152,2026-02-05 13:10:41.349569,131.0,USD,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
142,3027,2025-06-12 13:10:41.349569,14.25,GBP,mobile,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
143,3695,2026-03-16 13:10:41.349569,159.58,USD,branch,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
144,2495,2025-04-09 13:10:41.349569,107.97,USD,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
145,4134,2026-02-15 13:10:41.349569,420.34,USD,web,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
146,2162,2025-11-08 13:10:41.349569,45.63,GBP,web,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
147,2522,2026-01-31 13:10:41.349569,350.27,USD,web,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
148,3640,2026-03-02 13:10:41.349569,163.15,GBP,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
149,1391,2025-05-14 13:10:41.349569,11.23,GBP,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
150,2698,2025-05-12 13:10:41.349569,714.01,USD,branch,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
151,1418,2025-12-17 13:10:41.349569,143.74,USD,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
152,3336,2025-07-30 13:10:41.349569,68.75,USD,branch,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
153,1378,2026-02-04 13:10:41.349569,126.75,GBP,mobile,AE,1,batch_20260402_131041,2026-04-02 13:10:41.349642
154,2796,2025-06-03 13:10:41.349569,390.19,GBP,branch,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
155,4561,2025-12-11 13:10:41.349569,72.74,USD,branch,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
156,3278,2026-01-08 13:10:41.349569,42.81,USD,mobile,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
157,4065,2026-03-18 13:10:41.349569,27.64,EUR,branch,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
158,3088,2026-01-06 13:10:41.349569,70.72,USD,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
159,4099,2025-11-21 13:10:41.349569,302.87,EUR,branch,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
160,3182,2025-07-01 13:10:41.349569,127.59,EUR,web,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
161,1200,2025-09-08 13:10:41.349569,51.62,GBP,branch,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
162,2863,2025-07-25 13:10:41.349569,36.35,GBP,mobile,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
163,1779,2025-05-14 13:10:41.349569,80.91,EUR,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
164,3977,2025-05-17 13:10:41.349569,562.43,EUR,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
165,4104,2025-11-06 13:10:41.349569,84.02,USD,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
166,4119,2025-06-10 13:10:41.349569,886.65,EUR,mobile,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
167,1502,2025-12-07 13:10:41.349569,132.81,USD,web,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
168,3454,2026-03-11 13:10:41.349569,39.49,GBP,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
169,4645,2026-03-21 13:10:41.349569,443.54,USD,branch,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
170,2751,2025-11-26 13:10:41.349569,123.37,GBP,web,UK,1,batch_20260402_131041,2026-04-02 13:10:41.349642
171,1804,2026-02-26 13:10:41.349569,247.35,EUR,mobile,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
172,3146,2025-04-04 13:10:41.349569,823.46,EUR,web,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
173,3731,2026-02-23 13:10:41.349569,10.3,EUR,mobile,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
174,2895,2025-07-09 13:10:41.349569,20.34,USD,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
175,3773,2025-06-29 13:10:41.349569,254.92,GBP,web,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
176,2570,2025-05-11 13:10:41.349569,66.21,GBP,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
177,1960,2025-05-19 13:10:41.349569,40.74,GBP,mobile,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
178,4810,2026-01-13 13:10:41.349569,8.03,GBP,web,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
179,3660,2025-08-29 13:10:41.349569,4.42,GBP,web,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
180,2485,2025-09-01 13:10:41.349569,297.87,USD,web,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
181,3690,2025-08-21 13:10:41.349569,28.87,GBP,web,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
182,4840,2025-10-16 13:10:41.349569,126.12,EUR,mobile,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
183,2028,2026-02-12 13:10:41.349569,186.23,GBP,mobile,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
184,4289,2025-07-27 13:10:41.349569,111.85,EUR,mobile,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
185,1502,2025-12-15 13:10:41.349569,5.5,USD,branch,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
186,3814,2026-01-26 13:10:41.349569,306.03,USD,web,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
187,1397,2025-08-10 13:10:41.349569,2.11,EUR,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
188,1870,2026-02-18 13:10:41.349569,287.0,GBP,web,AE,1,batch_20260402_131041,2026-04-02 13:10:41.349642
189,3842,2026-03-09 13:10:41.349569,447.56,USD,web,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
190,1392,2025-11-13 13:10:41.349569,113.42,USD,mobile,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
191,1206,2025-12-08 13:10:41.349569,153.38,USD,web,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
192,2038,2025-10-22 13:10:41.349569,129.63,GBP,web,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
193,2881,2025-10-07 13:10:41.349569,98.6,EUR,web,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
194,4625,2025-12-29 13:10:41.349569,436.83,EUR,web,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
195,3939,2025-12-20 13:10:41.349569,448.74,GBP,web,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
196,2484,2025-07-30 13:10:41.349569,81.84,USD,mobile,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
197,4762,2026-02-03 13:10:41.349569,190.94,GBP,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
198,4646,2025-08-14 13:10:41.349569,523.21,GBP,web,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
199,1863,2025-09-23 13:10:41.349569,654.34,EUR,web,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
200,3790,2025-07-16 13:10:41.349569,142.25,GBP,web,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
201,4312,2025-09-07 13:10:41.349569,120.6,GBP,branch,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
202,1563,2025-04-14 13:10:41.349569,65.34,USD,web,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
203,2020,2025-05-17 13:10:41.349569,638.21,USD,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
204,1095,2025-07-03 13:10:41.349569,30.82,EUR,branch,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
205,2923,2025-12-09 13:10:41.349569,173.42,USD,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
206,2757,2026-01-13 13:10:41.349569,66.41,GBP,mobile,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
207,3532,2026-02-06 13:10:41.349569,65.43,GBP,branch,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
208,4478,2025-11-21 13:10:41.349569,103.83,GBP,web,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
209,3278,2025-07-21 13:10:41.349569,1343.91,EUR,web,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
210,3796,2025-10-27 13:10:41.349569,11.31,USD,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
211,2678,2025-08-11 13:10:41.349569,172.81,GBP,mobile,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
212,4242,2025-12-12 13:10:41.349569,17.24,USD,web,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
213,1540,2025-04-04 13:10:41.349569,33.57,USD,mobile,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
214,2059,2025-07-24 13:10:41.349569,115.81,USD,mobile,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
215,3572,2025-06-03 13:10:41.349569,142.86,USD,branch,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
216,2183,2025-08-31 13:10:41.349569,59.89,EUR,branch,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
217,4910,2025-10-30 13:10:41.349569,76.09,EUR,mobile,US,0,batch_20260402_131041,2026-04-02 13:10:41.349642
218,2722,2025-05-09 13:10:41.349569,18.2,EUR,web,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
219,4314,2026-01-27 13:10:41.349569,72.26,GBP,branch,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
220,4157,2025-06-18 13:10:41.349569,679.59,GBP,web,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
221,2819,2026-02-19 13:10:41.349569,579.02,GBP,mobile,UK,0,batch_20260402_131041,2026-04-02 13:10:41.349642
222,3625,2025-06-15 13:10:41.349569,81.56,EUR,web,AE,0,batch_20260402_131041,2026-04-02 13:10:41.349642
